dataset_id,title,organization,sector,tags,formats,num_resources,metadata_created,metadata_modified,description,source_url
6d93504e-a3bc-40dd-bba7-8efc71494a3c,Quarterly Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Madhya Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1582030862,1603083788,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Andaman and Nicobar Islands. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/quarterly-maximum-minimum-performing-public-health-facilities-selected-data-items-across-15
d7ebe6ba-df83-4740-beb7-cd63b8049f90,Quarterly Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1582030862,1603083666,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Andaman and Nicobar Islands. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name, sub-district, value reported) etc.",https://www.data.gov.in/catalog/quarterly-maximum-minimum-performing-public-health-facilities-selected-data-items-across-1
ec56ec49-1c91-45d0-a9aa-5174f0348fce,Tax Department Sagar,Ministry of Housing and Urban Affairs,All,Property|Revenue Data|Tax|Tax Collection,,,1555053474,1739809075,Property Tax Collection of Sagar madhya pradesh,https://www.data.gov.in/catalog/tax-department-sagar
c8321129-08ba-4e6b-a1b7-6c80614fbc25,Census Data : Sagar,Ministry of Housing and Urban Affairs,All,city- population-age|House|househols|slum,,,1555012378,1563945809,Household Profile and Area population Slum details of Sagar madhya pradesh,https://www.data.gov.in/catalog/census-data-sagar-0
25522571-bcd0-4adf-9043-9d51ea1d350a,Registered Voter : Sagar,Ministry of Housing and Urban Affairs,All,booths|Election|municipal|Poll|Registered|Voter,,,1550303315,1739828858,"Total Numbers of registered Voter in last Municipal Election Held  in Sagar Madhya Pradesh 2018\
\
Percentage of registered voters that polled in last municipal election",https://www.data.gov.in/catalog/registered-voter-sagar
5d03e016-0a8e-4808-bfc3-dc0d7f672ac4,Electricity Department : Sagar,Ministry of Housing and Urban Affairs,All,commercial|Consumption|domestic|electricity|Industry|Public,,,1550302683,1739370846,"DISCOM,Electricty Consumption of the Sagar city in Madhya Pradesh 17-18",https://www.data.gov.in/catalog/electricity-department-sagar
731f2a82-5cc6-4693-854e-44cc104fa394,"Buses: Kanpur, Uttar Pradesh",Ministry of Housing and Urban Affairs,Road Transport,Bus|cost|earnings|Revenue|stands|Stops|Terminals,,,1549337334,1739858423,This catalog helps understand the public transportation of a city,https://www.data.gov.in/catalog/buses-kanpur-uttar-pradesh
c56cd9c2-0441-4f57-b43b-af46afe5a5df,HMIS sub district level item-wise monthly report of Himachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1501564328,1620191115,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/hmis-sub-district-level-item-wise-monthly-report-himachal-pradesh
60149f25-5316-48b3-bd9a-49dae15d5985,HMIS sub district level item-wise monthly report of Andhra Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1501564190,1620191635,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/hmis-sub-district-level-item-wise-monthly-report-andhra-pradesh
194b0ce7-deb4-46eb-ac1c-4606ba255da3,HMIS sub district level item-wise monthly report of Arunachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1501564085,1620365772,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/hmis-sub-district-level-item-wise-monthly-report-arunachal-pradesh
c4f056cf-f185-4043-8d4b-8da8bbece913,HMIS sub district level item-wise monthly report of Madhya Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1501137704,1620365768,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/hmis-sub-district-level-item-wise-monthly-report-madhya-pradesh
d15e1553-3c11-4278-b8a0-d0cde7f10251,HMIS sub district level item-wise monthly report of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,AIDS|ASHA|CHC|Disease|Health|HIV|Hospital|Immunisation|Malaria|PHC|Tuberculosis|Adolescent|JSY|Hypertension|Accident|Abortion|Fever|SDH|DH|AEFI|Bite|Sting|Diarrhoeal|Neurological|Stroke|Respiratory|Infection|suicide|Trauma|Burn|VHND,,,1501137654,1620191656,"The catalog contains data regarding various indicators of HMIS like Health, Abortions, Immunisation, AEFI, Adolescent, Bite, Sting, Disease, Diarrhoeal, Hypertension, HIV, AIDS, Malaria, Neurological, Stroke, Fever, Respiratory, Infection, suicide, Trauma, Accident, Burn, Tuberculosis, VHND, ASHA, JSY, CHC, PHC, SDH, DH, Hospital.",https://www.data.gov.in/catalog/hmis-sub-district-level-item-wise-monthly-report-uttar-pradesh
2da44e6e-1f26-415b-a972-e71209adaa9b,Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1483422872,1600937615,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Uttar Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains  total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name,  sub-district, value reported) etc.",https://www.data.gov.in/catalog/maximum-minimum-performing-public-health-facilities-selected-data-items-across-sub-1
5306e0b4-b68f-41b2-a7b9-7e1bd29546b6,Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Madhya Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1483421285,1600937631,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Madhya Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains  total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name,  sub-district, value reported) etc.",https://www.data.gov.in/catalog/maximum-minimum-performing-public-health-facilities-selected-data-items-across-sub-11
1e39871f-76bf-4bcc-9b57-c9cc3e11cd16,Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Himachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1483419193,1599808704,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Himachal Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains  total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name,  sub-district, value reported) etc.",https://www.data.gov.in/catalog/maximum-minimum-performing-public-health-facilities-selected-data-items-across-sub-21
023d1274-ea2a-4449-9b29-9ff3cdcc37ac,Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Arunachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1483417870,1600937613,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Arunachal Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains  total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name,  sub-district, value reported) etc.",https://www.data.gov.in/catalog/maximum-minimum-performing-public-health-facilities-selected-data-items-across-sub-32
ff2e1afd-32b8-4ebd-a3be-96907b6061cd,Maximum & Minimum Performing Public Health Facilities on Selected Data Items across sub districts of Andhra Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,attendance|CHC|community|Delivery|Health|HMIS|Hospital|IPD|Management|Mission|national|OPD|PHC|primary|SC|Facility|Information|Patient|NHM|SDH|DH|Anaesthesia|Divisial|Subdural|Hematoma|Developmental,,,1483417738,1600937658,"Get data on maximum & minimum performing public health facilities on selected data items across sub districts of Andhra Pradesh. Selected data items are deliveries conducted at facility, C -Section deliveries at facility, IPD attendance, OPD attendance (all), operation major (general and spinal anaesthesia) & operation minor (no or local anaesthesia). Data contains  total no. of facilities, number of facilities reporting nil performance, details of maximum and minimum performing facilities (name,  sub-district, value reported) etc.",https://www.data.gov.in/catalog/maximum-minimum-performing-public-health-facilities-selected-data-items-across-sub-33
1ec674ae-9c79-4aae-856c-89fdfbd1e302,Annual Health Survey : Combined Household Houselist information,Ministry of Health and Family Welfare,Health and Family welfare,Age|AHS|Alcohol|Car|Computer|Cooking|disability|Dwelling|electricity|Fuel|House|Insurance|land|Lighting|Medical|occupation|Radio|Ownership|Religion|residential|Scheme|Room|School|Source|Telephone|Television|Toilet|Water|Facility|treatment|pump|mobile|Phone|Kitchen|Transistor|Bicycle|Scooter|Moped|Jeep|Van|Marriage|Sewing|Qualification|COMB|Injury|Illness|Diagononsis|Chews|Laptop|Refrigerator|Motor|Tractor|Cart|Symptom|Marital|Attending|Educational|Drinking|Washing|Machine|Resident|Tubwell|Highest|Sought|Smoke|Consumes|Possessed,,,1461828554,1566286847,"Get data of Combined Household Houselist information under Annual Health Survey. It contains data of all 3 rounds of AHS Survey i.e Baseline, First Updation Round and Second Updation Round. The survey is conducted in all EAG States namely Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Odisha, Rajasthan, Uttarakhand & Uttar Pradesh and Assam. During the Base line Survey in 2010-11, a total of 20.1 million population and 4.14 million households and during the first updation survey in 2011-12, 20.61 million population and 4.28 million households have actually been covered. The second updation survey (third and final round) covered a total of 20.94 million population and 4.32 million households in 2012-13. Despite being restricted to 9 States, the AHS is the largest demographic survey in the world and covers two and a half times that of the Sample Registration System. Data includes various Indicators like Whether usual Resident, Date/Month/Year of Birth, Age, Religion, Social Group, Marital Status, Date/Month/Year of first marriage, Attending school, not-attending school, Highest educational qualification attained, Occupation / Activity Status during last 365 days, Whether having any form of disability, Type of treatment for injury, Type of illness, Source of Treatment, Symptoms Pertaining to illness persisting for more than one month, Sought medical care, Various Diagononsis, Source of Diagnosis, Getting Regular Treatment, Person Chews/Smoke/Consume Alcohol, Status of House, Type of Structure of the House, Ownership status of the house, Source of Drinking water, Does the household treat the water in any way to make it safer to drink, Toilet facility, Household with electricity, Main source of lighting, Main source of fuel used for cooking, Number of dwelling rooms, Availability of Kitchen, Possess Radio/Transistor/Television/Computer/Laptop /Telephone/Mobile phone/Washing Machine/Refrigerator/Sewing machine/Bicycle/Motor/Scooter/Moped/Car/Jeep/Van/Tractor/Water Pump/Tube Well/Cart, Land Possessed, Residential Status, Covered by any health scheme or health insurance, Status of Household.",https://www.data.gov.in/catalog/annual-health-survey-combined-household-houselist-information
3013a199-ae07-4b76-9b61-f51ac633cdcd,"Annual Health Survey : Clinical, Anthropometric & Bio-chemical (CAB) Survey",Ministry of Health and Family Welfare,Health and Family welfare,AHS|Hemoglobin|malnutrition|Diabetes|Hypertension|Salt|Sugar|CAB|biomarker|EAG|Anemia|Stunting|Wasting|BMI|Systolic|Diastolic|Blood|Empowered|Chemical|Nutritional|Bio|Bourished|Nourishment|Iodized,,,1461827821,1566286847,"Get data of Clinical, Anthropometric & Bio-chemical (CAB) Survey. To supplement the information provided by Annual Health Survey (AHS),a biomarker component has been introduced in AHS to collect data on nutritional status, life style diseases like diabetes & hypertension and anemia in Empowered Action Group (EAG) States & Assam. This component, namely Clinical, Anthropometric and Bio-chemical (CAB) survey, is conducted on a sub-sample of AHS in all EAG States namely Bihar, Chhattisgarh, Jharkhand, Madhya Pradesh, Odisha, Rajasthan, Uttarakhand & Uttar Pradesh and Assam. The survey has collected information on nutritional status of women, children (1 month and above) and men, prevalence of anemia among women, children (6 month and above) and men, prevalence of hypertension and abnormal fasting blood glucose among women and men 18 years and above and utilization of iodized salt in households. Stunting (Height for age),Wasting (Weight for height), Underweight (Weight for age) and under nourished (BMI for age) are the four major indicators available for measuring malnutrition level in children under 5 years. For children in the age 5 to18 years, under nourishment is provided and for persons 18 years and above, BMI indicators (<18.5,=25 and =30) are provided separately for male female and rural also. Anemia, measured by Hemoglobin level, is available for sex wise children, women and men. For children, the data is available for age 6-59 months, 5-9 years, and 10-17 years. Adult anemia is categorized for age 18-59 years and 60 and above. Blood sugar and Hypertension level are provided for person age 18 and above only. Blood sugar is provided in the range =110, =130 and=150 mg/dl and Hypertension in three separate categories of Systolic & Diastolic measurements viz. above normal (>140/90 mm of Hg),moderately high(>160/100 mm of Hg), and very high(>180/110 mm of Hg) is provided. Measured by the content of salt available in household, iodine content in salt is estimated and this data is also provided.",https://www.data.gov.in/catalog/annual-health-survey-clinical-anthropometric-bio-chemical-cab-survey
8f2c6409-ff49-4bed-aee4-ceda933f3825,Performance of key HMIS indicators across sub districts of Uttar Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,Anaemia|Ayush|BCG|birth|Children|Condom|Death|Delivery|Distributed|DPT|Health|Infant|Institution|IPD|Management|Measles|Mission|Newborn|NRHM|OPD|Post|Public|Rural|Sex|Sterilisation|Surgery|Women|Facility|Vasectomies|Tubectomies|Operation|Information|Adolescent|Home|Booster|MTP|Abortion|Natal|IUCD|Hysterectomy|Ratio|Care|Dental|Vitamin|Partum|Pregnant|Breast|Insertions|Oral|Pill|IFA|Hb|Discharged|Fed|Sterlisation|Piece|Centchroman|OPV|Pentavalent|Immunized|Counselled,,,1452508629,1605877508,"Get data on Performance of Key HMIS Indicators for the Sub Districts of Uttar Pradesh. Main HMIS indicators are Pregnant women Registered, TT2 or Booster given to Pregnant women, Pregnant women given 100 IFA tablets, Numbers having Hb level<11 (tested cases) and severe anaemia (Hb<7), Home deliveries, Deliveries Conducted at Public Institutions, Women Discharged under 48 hours of delivery in public facilities, Institutional deliveries, C-section deliveries, post partum check-up, Post - Natal Care, live births, Still Births, Newborns weighed at birth, New borns breastfed within 1 hour, New Borns visited within 24 hrs of Home Delivery, Sex Ratio at birth, Abortions, MTPs ( Public), Vasectomies, Tubectomies, Sterilisation, Deaths following Sterlisation, IUCD Insertions, Oral Pills distributed, Condom pieces distributed, Centchroman Pills distributed, Number of Infants given OPV 0 (Birth Dose), BCG, DPT1, DPT2, DPT3, Pentavalent 1, Pentavalent 2 and Pentavalent 3, Measles, Fully immunized children (9-11 months), Vitamin - A dose 1, Adverse Events Following Imunisation (Others), IPD, OPD, Major Operations, Minor Operations, Hysterectomy Surgeries, Ayush OPD, Dental OPD, Adolescent counseled, Infant Deaths. Ministry of Health and Family Welfare launched the National Health Mission (NHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/performance-key-hmis-indicators-across-sub-districts-uttar-pradesh
890b52c9-8415-4218-8f84-3098dba6fdd2,Performance of key HMIS indicators across sub districts of Madhya Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,Anaemia|Ayush|BCG|birth|Children|Condom|Death|Delivery|Distributed|DPT|Health|Infant|Institution|IPD|Management|Measles|Mission|Newborn|NRHM|OPD|Post|Public|Rural|Sex|Sterilisation|Surgery|Women|Facility|Vasectomies|Tubectomies|Operation|Information|Adolescent|Home|Booster|MTP|Abortion|Natal|IUCD|Hysterectomy|Ratio|Care|Dental|Vitamin|Partum|Pregnant|Breast|Insertions|Oral|Pill|IFA|Hb|Discharged|Fed|Sterlisation|Piece|Centchroman|OPV|Pentavalent|Immunized|Counselled,,,1452508283,1605877504,"Get data on Performance of Key HMIS Indicators for the Sub Districts of Madhya Pradesh. Main HMIS indicators are Pregnant women Registered, TT2 or Booster given to Pregnant women, Pregnant women given 100 IFA tablets, Numbers having Hb level<11 (tested cases) and severe anaemia (Hb<7), Home deliveries, Deliveries Conducted at Public Institutions, Women Discharged under 48 hours of delivery in public facilities, Institutional deliveries, C-section deliveries, post partum check-up, Post - Natal Care, live births, Still Births, Newborns weighed at birth, New Borns Breast Fed within 1 hour, New Borns visited within 24 hrs of Home Delivery, Sex Ratio at birth, Abortions, MTPs ( Public), Vasectomies, Tubectomies, Sterilisation, Deaths following Sterlisation, IUCD Insertions, Oral Pills distributed, Condom pieces distributed, Centchroman Pills distributed, Number of Infants given OPV 0 (Birth Dose), BCG, DPT1, DPT2, DPT3, Pentavalent 1, Pentavalent 2 and Pentavalent 3, Measles, Fully immunized children (9-11 months), Vitamin - A dose 1, Adverse Events Following Imunisation (Others), IPD, OPD, Major Operations, Minor Operations, Hysterectomy Surgeries, Ayush OPD, Dental OPD, Adolescent counseled, Infant Deaths. Ministry of Health and Family Welfare launched the National Health Mission (NHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/performance-key-hmis-indicators-across-sub-districts-madhya-pradesh
7ac8bdcc-2bc0-4ffc-bd67-320aa50cf5d7,Performance of key HMIS indicators across sub districts of Himachal Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,Anaemia|Ayush|BCG|birth|Children|Condom|Death|Delivery|Distributed|DPT|Health|Infant|Institution|IPD|Management|Measles|Mission|Newborn|NRHM|OPD|Post|Public|Rural|Sex|Sterilisation|Surgery|Women|Facility|Vasectomies|Tubectomies|Operation|Information|Adolescent|Home|Booster|MTP|Abortion|Natal|IUCD|Hysterectomy|Ratio|Care|Dental|Vitamin|Partum|Pregnant|Breast|Insertions|Oral|Pill|IFA|Hb|Discharged|Fed|Sterlisation|Piece|Centchroman|OPV|Pentavalent|Immunized|Counselled,,,1452508195,1603430093,"Get data on Performance of Key HMIS Indicators for the Sub Districts of Himachal Pradesh. Main HMIS indicators are Pregnant women Registered, TT2 or Booster given to Pregnant women, Pregnant women given 100 IFA tablets, Numbers having Hb level<11 (tested cases) and severe anaemia (Hb<7), Home deliveries, Deliveries Conducted at Public Institutions, Women Discharged under 48 hours of delivery in public facilities, Institutional deliveries, C-section deliveries, post partum check-up, Post - Natal Care, live births, Still Births, Newborns weighed at birth, New Borns Breast Fed within 1 hour, New Borns visited within 24 hrs of Home Delivery, Sex Ratio at birth, Abortions, MTPs ( Public), Vasectomies, Tubectomies, Sterilisation, Deaths following Sterlisation, IUCD Insertions, Oral Pills distributed, Condom pieces distributed, Centchroman Pills distributed, Number of Infants given OPV 0 (Birth Dose), BCG, DPT1, DPT2, DPT3, Pentavalent 1, Pentavalent 2 and Pentavalent 3, Measles, Fully immunized children (9-11 months), Vitamin - A dose 1, Adverse Events Following Imunisation (Others), IPD, OPD, Major Operations, Minor Operations, Hysterectomy Surgeries, Ayush OPD, Dental OPD, Adolescent counseled, Infant Deaths. Ministry of Health and Family Welfare launched the National Health Mission (NHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/performance-key-hmis-indicators-across-sub-districts-himachal-pradesh
f0dc4649-de1c-453f-a302-e7fe717889b0,Performance of key HMIS indicators across sub districts of Andhra Pradesh,Ministry of Health and Family Welfare,Health and Family welfare,Anaemia|Ayush|BCG|birth|Children|Condom|Death|Delivery|Distributed|DPT|Health|Infant|Institution|IPD|Management|Measles|Mission|Newborn|NRHM|OPD|Post|Public|Rural|Sex|Sterilisation|Surgery|Women|Facility|Vasectomies|Tubectomies|Operation|Information|Adolescent|Home|Booster|MTP|Abortion|Natal|IUCD|Hysterectomy|Ratio|Care|Dental|Vitamin|Partum|Pregnant|Breast|Insertions|Oral|Pill|IFA|Hb|Discharged|Fed|Sterlisation|Piece|Centchroman|OPV|Pentavalent|Immunized|Counselled,,,1452507726,1603430087,"Get data on Performance of Key HMIS Indicators for the Sub Districts of Andhra Pradesh. Main HMIS indicators are Pregnant women Registered, TT2 or Booster given to Pregnant women, Pregnant women given 100 IFA tablets, Numbers having Hb level<11 (tested cases) and severe anaemia (Hb<7), Home deliveries, Deliveries Conducted at Public Institutions, Women Discharged under 48 hours of delivery in public facilities, Institutional deliveries, C-section deliveries, post partum check-up, Post - Natal Care, live births, Still Births, Newborns weighed at birth, New Borns Breast Fed within 1 hour, New Borns visited within 24 hrs of Home Delivery, Sex Ratio at birth, Abortions, MTPs ( Public), Vasectomies, Tubectomies, Sterilisation, Deaths following Sterlisation, IUCD Insertions, Oral Pills distributed, Condom pieces distributed, Centchroman Pills distributed, Number of Infants given OPV 0 (Birth Dose), BCG, DPT1, DPT2, DPT3, Pentavalent 1, Pentavalent 2 and Pentavalent 3, Measles, Fully immunized children (9-11 months), Vitamin - A dose 1, Adverse Events Following Imunisation (Others), IPD, OPD, Major Operations, Minor Operations, Hysterectomy Surgeries, Ayush OPD, Dental OPD, Adolescent counseled, Infant Deaths. Ministry of Health and Family Welfare launched the National Health Mission (NHM) to ensure necessary architectural corrections in the basic health care delivery system. A continuous flow of good quality information on inputs, outputs and outcome indicators facilitates monitoring of the objectives of NHM. To monitor the performance and quality of the health services being provided under the NHM, the Ministry of Health & Family Welfare, Government of India, is putting in place several mechanisms that would strengthen the monitoring and evaluation systems, through performance statistics, surveys, community monitoring, quality assurance etc. HMIS is an information system launched during October, 2008 which has been specially designed to assist health departments, at all levels, in managing and planning health programmes. HMIS is defined as A tool which helps in gathering, aggregating, analyzing and then using the information generated for taking actions to improve performance of health systems.",https://www.data.gov.in/catalog/performance-key-hmis-indicators-across-sub-districts-andhra-pradesh
5adda256-e18c-46ed-a7a5-143e8349888c,Annual Rainfall in Madhya Pradesh,,Agriculture,Agriculture|rainfall|Annual|Monsoon,,,1439551951,1441742374,"This catalog contains resources (data-sets) having data about the rainfall position in monsoon season in districts of Madhya Pradesh. The data includes actual and normal rainfall (long term average annual rainfall) position and percentage deviation of rainfall from normal rainfall for each district. Each resource file is having annual data for a year. For each year, data has been captured for monsoon season months which includes June, July, August and September. The catalog also contains a consolidated resource file having annual rainfall data for different years.",https://www.data.gov.in/catalog/annual-rainfall-madhya-pradesh
6b486137-422c-4c90-a4e4-37b77c301d64,District wise Fair Price Shops in Madhya Pradesh,,Food,rice|Price|Ration|Shop,,,1438597535,1439380998,Get count of of Fair Price Shops district-wise of Madhya Pradesh. It contains all 51 districts which covers all Fair Price Shop count.,https://www.data.gov.in/catalog/district-wise-fair-price-shops-madhya-pradesh
